Profit Score,Profit %,CON,Urban,Provider Type,Type of Control,FTE - Employees on Payroll,Number of Beds,Discharges,Cost of Charity Care,Cost of Uncompensated Care,Total Costs,Total fixed Assets,Total Long Term Liabilities,Inpatient Revenue,Outpatient Revenue,Gross Revenue,Inpatient %,Outpatient %,Charity %,Uncompensated %,Rev Per Discharge,Rev Per Bed,Discharges Per Bed
3,-0.023165647879834692,1.0,2.0,1,9,255.75,25.0,1278.0,473362.0,4272209.0,34372608.0,18143968.0,23580134.0,26818977.0,89684132.0,116503109.0,0.23019966789040797,0.769800332109592,0.004063084702743856,0.004063084702743856,91160.49217527386,4660124.36,51.12
2,0.01227157612463184,1.0,2.0,1,11,362.0,25.0,1359.0,135257.0,1170642.0,55448660.0,23828111.0,12464674.0,30319721.0,85206841.0,115526562.0,0.26244805069158034,0.7375519493084196,0.001170787026450246,0.001170787026450246,85008.50772626931,4621062.48,54.36
3,-0.26053854523573083,1.0,2.0,1,4,61.87,15.0,54.0,71127.0,313013.0,4189644.0,21768.0,203818.0,2378814.0,8650863.0,11029677.0,0.21567394947286309,0.7843260505271369,0.006448692921832616,0.006448692921832616,204253.27777777778,735311.8,3.6
3,-0.010244471718783399,1.0,2.0,1,9,151.07,25.0,378.0,458416.0,1698496.0,13580282.0,3434651.0,2936684.0,13227274.0,41147809.0,54375083.0,0.24325984017348534,0.7567401598265147,0.00843062621164183,0.00843062621164183,143849.42592592593,2175003.32,15.12
3,-0.008143200871280338,1.0,2.0,1,4,138.08,25.0,365.0,1053.0,629433.0,20142264.0,1993406.0,6556669.0,5967315.0,57060849.0,63028164.0,0.09467696060446883,0.9053230393955312,1.6706816971536726e-05,1.6706816971536726e-05,172679.90136986302,2521126.56,14.6
3,-0.00738192038958774,1.0,1.0,1,4,602.01,148.0,4735.0,1100283.0,5037897.0,57317606.0,52080833.0,36139339.0,138502588.0,123116733.0,261619321.0,0.5294050434447845,0.4705949565552156,0.004205664152763396,0.004205664152763396,55252.23252375924,1767698.1148648649,31.993243243243242
1,0.06380817252996578,1.0,2.0,1,2,520.67,25.0,1652.0,311876.0,3336859.0,81391642.0,56149140.0,56684527.0,37639662.0,194146995.0,231786657.0,0.16238925263070686,0.8376107473692931,0.001345530428871926,0.001345530428871926,140306.6930992736,9271466.28,66.08
3,-0.07484016954964635,1.0,2.0,1,9,80.38,34.0,258.0,64193.0,1057202.0,6974706.0,696669.0,24169.0,3912524.0,16212083.0,20124607.0,0.1944149269598159,0.8055850730401841,0.0031897765755127543,0.0031897765755127543,78002.35271317829,591900.2058823529,7.588235294117647
2,0.03175132776613021,0.0,2.0,1,2,253.9,25.0,1102.0,770337.0,962552.0,33615970.0,23761417.0,255782.0,22764180.0,64668951.0,87433131.0,0.2603610295049367,0.7396389704950632,0.008810584628383033,0.008810584628383033,79340.40925589837,3497325.24,44.08
1,0.08355949525336463,0.0,1.0,1,4,208.05,12.0,488.0,52058.0,445212.0,37856264.0,3948999.0,4314875.0,32036010.0,180535511.0,212571521.0,0.15070697076114914,0.8492930292388509,0.00024489639889249324,0.00024489639889249324,435597.37909836066,17714293.416666668,40.666666666666664
3,-0.05638379127370047,0.0,2.0,1,8,213.92,25.0,542.0,10238.0,685243.0,33176702.0,21422508.0,51324322.0,10531772.0,54063902.0,64595674.0,0.16304144454007866,0.8369585554599214,0.00015849358580885772,0.00015849358580885772,119180.21033210332,2583826.96,21.68
2,6.912259379164921e-05,1.0,2.0,1,2,49.52,3.0,4.0,737160.0,1813995.0,18040862.0,31174695.0,85350.0,62776982.0,256525272.0,319302254.0,0.1966067611912317,0.8033932388087683,0.0023086589297925844,0.0023086589297925844,79825563.5,106434084.66666667,1.3333333333333333
1,0.04977120201613546,0.0,2.0,1,2,91.83,25.0,145.0,177599.0,409450.0,17088745.0,6640175.0,3691794.0,3897935.0,33681286.0,37579221.0,0.1037258063438835,0.8962741936561165,0.004725989397172442,0.004725989397172442,259167.04137931034,1503168.84,5.8
2,0.018450365797382347,1.0,2.0,1,2,406.44,25.0,1905.0,461749.0,2404505.0,80559161.0,18738973.0,7977832.0,80137999.0,200132596.0,280270595.0,0.28593081268479126,0.7140691873152087,0.001647511398760901,0.001647511398760901,147123.6719160105,11210823.8,76.2
2,-0.003406340541290319,1.0,2.0,1,2,183.32,25.0,445.0,33615.0,1346213.0,21815345.0,1673524.0,1315962.0,10283928.0,67569709.0,77853637.0,0.13209309669116678,0.8679069033088332,0.0004317717359819683,0.0004317717359819683,174951.99325842696,3114145.48,17.8
3,-0.027553138636706328,0.0,2.0,1,2,248.3,30.0,1724.0,812693.0,2417007.0,75993839.0,25557314.0,4552047.0,66281890.0,170806381.0,237088271.0,0.2795662970607264,0.7204337029392737,0.0034278076961470607,0.0034278076961470607,137522.19895591648,7902942.366666666,57.46666666666667
3,-0.04862186201055633,1.0,2.0,1,2,161.6,22.0,673.0,409557.0,852022.0,30884851.0,6560920.0,7218078.0,11903133.0,43065782.0,54968915.0,0.21654298615863166,0.7834570138413683,0.007450701910343327,0.007450701910343327,81677.43684992571,2498587.0454545454,30.59090909090909
1,0.1343275475981303,0.0,2.0,1,2,35.84,16.0,128.0,4148.0,80743.0,4148774.0,2785482.0,674497.0,2126606.0,3526032.0,5652638.0,0.37621478679512116,0.6237852132048789,0.0007338166710834835,0.0007338166710834835,44161.234375,353289.875,8.0
2,0.012581687221148503,1.0,2.0,1,2,118.92,14.0,247.0,259951.0,1167609.0,25268941.0,29632534.0,25813181.0,8209558.0,45963542.0,54173100.0,0.15154307211512724,0.8484569278848727,0.00479852546743679,0.00479852546743679,219324.2914979757,3869507.1428571427,17.642857142857142
3,-0.008982183426830857,1.0,1.0,1,2,593.8,136.0,5384.0,6665532.0,8757545.0,100220194.0,37333649.0,7778797.0,257822680.0,277003962.0,534826642.0,0.4820677575744254,0.5179322424255746,0.012462976741536373,0.012462976741536373,99336.30052005943,3932548.838235294,39.588235294117645
2,0.013326165300113928,1.0,1.0,1,4,453.54,139.0,6682.0,4393385.0,5213502.0,105249284.0,60738382.0,-68440666.0,616187528.0,411776458.0,1027963986.0,0.5994252098244228,0.40057479017557723,0.0042738705439433556,0.0042738705439433556,153840.76414247233,7395424.35971223,48.07194244604317
1,0.03634409975926589,1.0,2.0,1,2,190.56,25.0,406.0,303122.0,1877717.0,36377935.0,15010432.0,756662.0,6436133.0,87395191.0,93831324.0,0.06859258428454021,0.9314074157154598,0.0032304990175775414,0.0032304990175775414,231111.6354679803,3753252.96,16.24
2,0.007927563901769538,1.0,2.0,1,2,236.8,25.0,781.0,1001817.0,2723741.0,31983759.0,13460450.0,7084244.0,13095490.0,72350305.0,85445795.0,0.15326078948648086,0.8467392105135191,0.01172459101117849,0.01172459101117849,109405.62740076825,3417831.8,31.24
1,0.06520008236666895,1.0,2.0,1,2,370.22,36.0,1882.0,460892.0,2994727.0,49169345.0,39012000.0,28656000.0,28957623.0,116732377.0,145690000.0,0.19876191227949758,0.8012380877205024,0.003163511565653099,0.003163511565653099,77412.32731137089,4046944.4444444445,52.27777777777778
3,-0.012663647744559506,0.0,2.0,1,9,360.0,22.0,1454.0,710709.0,3712847.0,48989447.0,37765759.0,24382503.0,33642824.0,109762223.0,143405047.0,0.2345999998173007,0.7654000001826993,0.004955955280988123,0.004955955280988123,98627.9552957359,6518411.2272727275,66.0909090909091
2,0.011421920920655783,1.0,2.0,1,11,99.79,21.0,372.0,140858.0,1257133.0,17397004.0,11000610.0,9434009.0,6311483.0,28437313.0,34748796.0,0.1816317031531107,0.8183682968468893,0.00405360807321209,0.00405360807321209,93410.74193548386,1654704.5714285714,17.714285714285715
2,0.016939505960558196,1.0,2.0,1,11,160.9,25.0,224.0,2688012.0,3530324.0,26786802.0,5738734.0,4782815.0,9982137.0,34310359.0,44292496.0,0.22536858162159115,0.7746314183784089,0.0606877517130667,0.0606877517130667,197734.35714285713,1771699.84,8.96
3,-0.027605023285973366,0.0,2.0,1,13,140.68,18.0,219.0,34227.0,1125678.0,36897393.0,12329717.0,960364.0,20381439.0,41207569.0,61589008.0,0.3309265672861625,0.6690734327138375,0.0005557322826177035,0.0005557322826177035,281228.34703196347,3421611.5555555555,12.166666666666666
3,-0.13118882506261526,1.0,1.0,1,4,70.37,18.0,100.0,4018.0,1951950.0,13965990.0,6065006.0,7382887.0,7264332.0,23058952.0,30323284.0,0.23956283890623456,0.7604371610937655,0.00013250543707601063,0.00013250543707601063,303232.84,1684626.888888889,5.555555555555555
1,0.06373987209942719,1.0,2.0,1,2,130.2,25.0,273.0,32504.0,158394.0,18558834.0,16499524.0,11489180.0,5471240.0,25558019.0,31029259.0,0.1763251903630699,0.8236748096369301,0.0010475274320924002,0.0010475274320924002,113660.28937728937,1241170.36,10.92
1,0.07989411729232773,0.0,2.0,1,2,126.39,15.0,245.0,822.0,1308217.0,26046459.0,26213682.0,356040.0,10293760.0,38591654.0,48885414.0,0.21056914849897762,0.7894308515010223,1.681483151600189e-05,1.681483151600189e-05,199532.3020408163,3259027.6,16.333333333333332
3,-0.010804712014746443,1.0,2.0,1,9,94.66,22.0,564.0,5584.0,1261263.0,11857006.0,2349862.0,439371.0,19525658.0,20467171.0,39992829.0,0.4882289772498965,0.5117710227501036,0.00013962503127748228,0.00013962503127748228,70909.27127659574,1817855.8636363635,25.636363636363637
1,0.057084497297414674,1.0,2.0,1,2,138.19,16.0,455.0,74605.0,529507.0,19085282.0,4722396.0,7959497.0,7574541.0,23372863.0,30947404.0,0.24475529514527292,0.7552447048547271,0.0024107030108244296,0.0024107030108244296,68016.27252747252,1934212.75,28.4375
1,0.11889615430644201,1.0,2.0,1,2,184.3,24.0,112.0,330286.0,570239.0,17194556.0,5384237.0,82893.0,1903460.0,28712812.0,30616272.0,0.06217151454625174,0.9378284854537483,0.010787923493755217,0.010787923493755217,273359.5714285714,1275678.0,4.666666666666667
2,0.02772217191497404,1.0,2.0,1,2,165.8,15.0,271.0,339554.0,1313616.0,16132531.0,9406364.0,246000.0,4555742.0,32524181.0,37079923.0,0.12286276862009665,0.8771372313799034,0.009157354506912001,0.009157354506912001,136826.28413284133,2471994.8666666667,18.066666666666666
2,0.0031470925921414324,1.0,2.0,1,11,192.82,25.0,47.0,106118.0,1652976.0,31966134.0,57941759.0,96190498.0,26386456.0,20242296.0,46628752.0,0.5658838134891536,0.4341161865108464,0.0022758061378095646,0.0022758061378095646,992101.1063829787,1865150.08,1.88
3,-0.07354713670128438,1.0,2.0,1,2,151.49,25.0,153.0,371200.0,1837690.0,18609520.0,2063855.0,3296562.0,7165183.0,18893153.0,26058336.0,0.27496702015048086,0.7250329798495192,0.014244961765785812,0.014244961765785812,170315.92156862744,1042333.44,6.12
3,-0.03030576000107293,1.0,2.0,1,12,101.93,25.0,96.0,7658.0,1160756.0,11262773.0,1266069.0,2256182.0,579480.0,22833033.0,23412513.0,0.024750867196528626,0.9752491328034714,0.0003270900479585425,0.0003270900479585425,243880.34375,936500.52,3.84
2,0.014420047484779893,1.0,2.0,1,4,77.26,25.0,212.0,209161.0,938865.0,12876701.0,3898009.0,178632.0,6945375.0,26728994.0,33674369.0,0.20625108075521772,0.7937489192447823,0.006211281939685343,0.006211281939685343,158841.36320754717,1346974.76,8.48
2,-0.0015470948215996992,1.0,2.0,1,6,91.42,25.0,193.0,177367.0,901097.0,12286860.0,1835760.0,1118546.0,9514929.0,11676403.0,21191332.0,0.4490009877623549,0.5509990122376451,0.008369790063220188,0.008369790063220188,109799.64766839378,847653.28,7.72
1,0.06802821165743529,1.0,2.0,1,4,176.44,25.0,1317.0,92121.0,1232245.0,45249540.0,17190137.0,3472286.0,211696687.0,201276568.0,412973255.0,0.5126159731578743,0.4873840268421257,0.0002230677141550002,0.0002230677141550002,313571.1883067578,16518930.2,52.68
2,0.025899066315178784,0.0,2.0,1,2,63.47,17.0,116.0,75275.0,438156.0,15396478.0,8056025.0,3657978.0,2186367.0,17570407.0,19756774.0,0.11066417017272152,0.8893358298272784,0.0038100855939335035,0.0038100855939335035,170317.0172413793,1162163.1764705882,6.823529411764706
3,-0.01911259356381791,0.0,2.0,1,11,525.7,20.0,281.0,7115.0,43136.0,18424664.0,19291072.0,12295000.0,10766564.0,15468337.0,26234901.0,0.4103908758794249,0.5896091241205751,0.00027120361536717825,0.00027120361536717825,93362.63701067616,1311745.05,14.05
2,0.017398707743153816,0.0,2.0,1,8,151.88,17.0,970.0,120357.0,718548.0,28955327.0,9430987.0,21148792.0,40624054.0,24051324.0,64675378.0,0.6281224054075107,0.37187759459248926,0.0018609400319237407,0.0018609400319237407,66675.64742268041,3804434.0,57.05882352941177
2,0.005782811895233571,1.0,2.0,1,2,387.5,25.0,943.0,383818.0,1224085.0,44008261.0,14087576.0,6313928.0,20076099.0,87568765.0,107644864.0,0.18650308295247603,0.813496917047524,0.0035655951035434446,0.0035655951035434446,114151.4994697773,4305794.56,37.72
3,-0.019875829770903828,1.0,2.0,1,2,108.24,25.0,268.0,17013.0,723555.0,16049244.0,14430756.0,10378641.0,2695445.0,31774009.0,34469454.0,0.07819807647663929,0.9218019235233608,0.0004935674350977535,0.0004935674350977535,128617.36567164179,1378778.16,10.72
2,0.02607352959128422,1.0,2.0,1,2,85.41,22.0,305.0,2570059.0,3546847.0,64148772.0,14223251.0,9122387.0,7297238.0,127457897.0,134755135.0,0.054151836217595714,0.9458481637824043,0.01907206727224161,0.01907206727224161,441820.11475409835,6125233.409090909,13.863636363636363
2,-0.0066240922670859435,1.0,2.0,1,2,715.97,82.0,2462.0,333309.0,1291210.0,92320609.0,41574943.0,34068805.0,63607974.0,194040913.0,257648887.0,0.24687851261705626,0.7531214873829437,0.001293655889148087,0.001293655889148087,104650.23842404548,3142059.5975609757,30.024390243902438
1,0.04498995400653394,0.0,2.0,1,12,135.7,25.0,462.0,11789.0,256506.0,22916905.0,12647536.0,20017348.0,10254014.0,31593017.0,41847031.0,0.24503563944596213,0.7549643605540378,0.0002817165212987273,0.0002817165212987273,90577.98917748917,1673881.24,18.48
2,0.027265458499629115,0.0,2.0,1,9,359.89,25.0,1192.0,2092.0,2214054.0,58647781.0,35486059.0,36855652.0,18570838.0,134556167.0,153127005.0,0.12127735404999268,0.8787226459500073,1.3661861929579305e-05,1.3661861929579305e-05,128462.25251677852,6125080.2,47.68
2,0.005306534707599534,1.0,2.0,1,2,221.82,25.0,1215.0,159434.0,1620845.0,23514904.0,8444893.0,2617410.0,16203778.0,55396809.0,71600587.0,0.2263078932579142,0.7736921067420858,0.0022267135882559175,0.0022267135882559175,58930.524279835394,2864023.48,48.6
2,0.029434146757700737,1.0,1.0,1,2,245.0,25.0,1303.0,313009.0,2355937.0,40508911.0,15597164.0,9816009.0,20130841.0,78030795.0,98161636.0,0.20507849930292524,0.7949215006970748,0.003188710098515473,0.003188710098515473,75335.10053722179,3926465.44,52.12
2,0.020103427778149385,1.0,2.0,1,2,330.68,25.0,812.0,150609.0,1377983.0,33585062.0,15247806.0,20464703.0,11257667.0,82762916.0,94020583.0,0.11973619648795414,0.8802638035120459,0.0016018726452696002,0.0016018726452696002,115788.89532019704,3760823.32,32.48
2,0.02728293737363487,0.0,2.0,1,2,330.74,25.0,953.0,974394.0,2713772.0,49733337.0,41081062.0,30231690.0,31369549.0,62796558.0,94166107.0,0.3331299338943682,0.6668700661056318,0.010347608402246043,0.010347608402246043,98810.18572927597,3766644.28,38.12
1,0.03800007659878234,0.0,2.0,1,9,160.36,25.0,754.0,148428.0,737326.0,29886569.0,21106680.0,30402999.0,17789478.0,38138304.0,55927782.0,0.31807944752752754,0.6819205524724724,0.0026539225174350735,0.0026539225174350735,74174.77718832891,2237111.28,30.16
2,0.023565490896450377,1.0,2.0,1,2,153.3,16.0,146.0,32038.0,301502.0,14663520.0,9755610.0,1152319.0,3824943.0,21804016.0,25628959.0,0.1492430106115508,0.8507569893884492,0.0012500702818245564,0.0012500702818245564,175540.81506849316,1601809.9375,9.125
2,0.00790593635225752,0.0,2.0,1,2,796.79,58.0,2615.0,172182.0,1235263.0,93003566.0,82146181.0,50323699.0,85531541.0,281432582.0,366964123.0,0.23307875522207386,0.7669212447779261,0.0004692066314068528,0.0004692066314068528,140330.44856596558,6326967.637931035,45.08620689655172
1,0.05038339364373222,0.0,2.0,1,2,182.32,25.0,1029.0,176094.0,1146683.0,27906962.0,23478050.0,2295834.0,7856653.0,48189790.0,56046443.0,0.14018111729231417,0.8598188827076858,0.0031419299883134423,0.0031419299883134423,54466.902818270166,2241857.72,41.16
1,0.0855631994050779,0.0,2.0,1,2,232.74,25.0,1345.0,211304.0,1071592.0,37744482.0,48399338.0,3969023.0,14232673.0,74303287.0,88535960.0,0.16075584429196904,0.8392441557080309,0.0023866460588443383,0.0023866460588443383,65825.99256505576,3541438.4,53.8
2,0.014959384760717861,0.0,2.0,1,11,218.41,11.0,424.0,84276.0,2226216.0,26415911.0,24384997.0,20754854.0,7063634.0,45128352.0,52191986.0,0.1353394369779299,0.8646605630220701,0.001614730659990597,0.001614730659990597,123094.30660377358,4744726.0,38.54545454545455
2,0.021755541075088397,0.0,2.0,1,11,181.0,24.0,449.0,70191.0,855808.0,22458606.0,19617486.0,7706709.0,14543447.0,42937817.0,57481264.0,0.2530119553390475,0.7469880446609525,0.0012211109345125048,0.0012211109345125048,128020.63251670379,2395052.6666666665,18.708333333333332
3,-0.01667641086133376,0.0,1.0,1,11,127.33,25.0,73.0,96414.0,504289.0,27667213.0,30661790.0,42891468.0,4177530.0,79143876.0,83321406.0,0.05013753608526481,0.9498624639147352,0.0011571336182205087,0.0011571336182205087,1141389.1232876712,3332856.24,2.92
1,0.054786090939781255,0.0,2.0,1,1,253.19,25.0,1430.0,5280995.0,8001232.0,96955028.0,31842590.0,60349130.0,68145350.0,178067690.0,246213040.0,0.27677392716486504,0.723226072835135,0.02144888426705588,0.02144888426705588,172176.95104895104,9848521.6,57.2
2,0.014802268646955179,0.0,2.0,1,2,369.58,25.0,1336.0,461631.0,5614565.0,48329171.0,26509570.0,22033107.0,32568367.0,85779708.0,118348075.0,0.2751913539785079,0.7248086460214921,0.0039006211127641916,0.0039006211127641916,88583.8884730539,4733923.0,53.44
3,-0.10323932788734484,1.0,2.0,1,2,135.0,25.0,182.0,37818.0,736940.0,13669027.0,4418122.0,186494.0,3537871.0,33773017.0,37310888.0,0.0948214097718607,0.9051785902281393,0.0010135915285639945,0.0010135915285639945,205004.8791208791,1492435.52,7.28
2,0.0289057305651375,0.0,2.0,1,2,71.21,25.0,136.0,19014.0,172314.0,10061354.0,5699374.0,1777428.0,6011080.0,9718154.0,15729234.0,0.3821597415360468,0.6178402584639532,0.0012088319113314737,0.0012088319113314737,115656.13235294117,629169.36,5.44
1,0.043309226390427315,0.0,2.0,1,2,121.09,25.0,586.0,103310.0,750602.0,21617899.0,7276388.0,2000208.0,19876396.0,28279717.0,48156113.0,0.4127491768282876,0.5872508231717124,0.002145314344619135,0.002145314344619135,82177.66723549488,1926244.52,23.44
3,-0.010320333428538445,1.0,2.0,1,9,424.6,25.0,1027.0,27765.0,145783.0,63640188.0,15701222.0,60924945.0,38751012.0,96262746.0,135013758.0,0.2870152832869077,0.7129847167130923,0.0002056457090839587,0.0002056457090839587,131464.22395326194,5400550.32,41.08
3,-0.008101111467116964,1.0,2.0,1,2,403.05,49.0,1486.0,168655.0,1649156.0,43472591.0,12198056.0,8899986.0,37865833.0,90921063.0,128786896.0,0.294019299913867,0.705980700086133,0.0013095664639669552,0.0013095664639669552,86666.82099596232,2628304.0,30.3265306122449
3,-0.03925027371926799,1.0,2.0,1,6,45.71,13.0,72.0,76823.0,690457.0,8297299.0,3309798.0,6907864.0,8426149.0,4011777.0,12437926.0,0.6774561128599736,0.3225438871400264,0.006176512064792796,0.006176512064792796,172748.97222222222,956763.5384615385,5.538461538461538
3,-0.009033812927964,1.0,1.0,1,2,238.5,25.0,772.0,81914.0,659544.0,25987081.0,16056752.0,5172449.0,13557907.0,52223619.0,65781526.0,0.20610508488355833,0.7938949151164416,0.0012452432313595158,0.0012452432313595158,85209.23056994818,2631261.04,30.88
1,0.10816394396709603,0.0,2.0,1,2,165.47,17.0,425.0,214738.0,1484552.0,22821850.0,20262273.0,25857086.0,10322879.0,44457862.0,54780741.0,0.18843993001116943,0.8115600699888306,0.00391995427736182,0.00391995427736182,128895.86117647059,3222396.529411765,25.0
2,0.006536352417726096,1.0,2.0,1,11,146.94,17.0,192.0,72781.0,1088227.0,21637557.0,10626586.0,6074171.0,3524621.0,39482546.0,43007167.0,0.08195427055216169,0.9180457294478384,0.001692299332341514,0.001692299332341514,223995.66145833334,2529833.3529411764,11.294117647058824
2,0.001106688574623076,0.0,2.0,1,2,164.87,25.0,187.0,57832.0,1104818.0,20989445.0,5464579.0,2419306.0,6480370.0,24341309.0,30821679.0,0.21025363348959672,0.7897463665104033,0.0018763416490062076,0.0018763416490062076,164821.8128342246,1232867.16,7.48
2,0.0023166992004484445,0.0,2.0,1,2,144.17,15.0,375.0,11618.0,740202.0,22782882.0,13970873.0,6217920.0,6958009.0,37405109.0,44363118.0,0.15684219941438743,0.8431578005856126,0.0002618842075076869,0.0002618842075076869,118301.648,2957541.2,25.0
